76 1631708145 0,000000 0,000000 -101,000000 0,000000 0,000000
76 1631708146 0,000000 0,000000 -101,000000 0,000000 0,000000
76 1631708147 0,000000 0,000000 -101,000000 0,000000 0,000000
76 1631708148 0,000000 0,000000 -101,000000 0,000000 0,000000
76 1631708149 5,300000 2,000000 10,600000 10,600000 -20,200000
76 1631708150 5,300000 2,000000 21,200000 21,200000 -20,200000
76 1631708151 5,300000 2,000000 31,800000 31,800000 -20,200000
76 1631708152 5,300000 2,000000 42,400000 42,400000 -20,200000
76 1631708153 5,300000 2,000000 53,000000 53,000000 -20,200000
76 1631708154 -0,466667 3,000000 51,600000 51,600000 -20,200000
76 1631708155 -0,466667 3,000000 50,200000 50,200000 -20,200000
76 1631708156 -0,466667 3,000000 48,800000 48,800000 -20,200000
76 1631708157 -0,466667 3,000000 47,400000 47,400000 -20,200000
76 1631708158 -0,466667 3,000000 46,000000 46,000000 -20,200000
76 1631708159 -0,444444 3,600000 44,400000 44,400000 -20,200000
76 1631708160 -0,444444 3,600000 42,800000 42,800000 -20,200000
76 1631708161 -0,444444 3,600000 41,200000 41,200000 -20,200000
76 1631708162 -0,444444 3,600000 39,600000 39,600000 -20,200000
76 1631708163 -0,444444 3,600000 38,000000 38,000000 -20,200000
76 1631708164 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708165 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708166 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708167 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708168 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708169 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708170 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708171 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708172 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708173 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708174 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708175 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708176 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708177 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708178 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708179 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708180 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708181 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708182 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708183 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708184 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708185 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708186 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708187 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708188 0,000000 3,600000 38,000000 38,000000 -20,200000
76 1631708189 -0,105263 3,800000 37,600000 37,600000 -20,200000
76 1631708190 -0,105263 3,800000 37,200000 37,200000 -20,200000
76 1631708191 -0,105263 3,800000 36,800000 36,800000 -20,200000
76 1631708192 -0,105263 3,800000 36,400000 36,400000 -20,200000
76 1631708193 -0,105263 3,800000 36,000000 36,000000 -20,200000
76 1631708194 0,150000 4,000000 36,600000 36,600000 -20,200000
76 1631708195 0,150000 4,000000 37,200000 37,200000 -20,200000
76 1631708196 0,150000 4,000000 37,800000 37,800000 -20,200000
76 1631708197 0,150000 4,000000 38,400000 38,400000 -20,200000
76 1631708198 0,150000 4,000000 39,000000 39,000000 -20,200000
76 1631708199 0,000000 4,000000 39,000000 39,000000 -20,200000
76 1631708200 0,000000 4,000000 39,000000 39,000000 -20,200000
76 1631708201 0,000000 4,000000 39,000000 39,000000 -20,200000
76 1631708202 0,000000 4,000000 39,000000 39,000000 -20,200000
76 1631708203 0,000000 4,000000 39,000000 39,000000 -20,200000
76 1631708204 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708205 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708206 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708207 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708208 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708209 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708210 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708211 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708212 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708213 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708214 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708215 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708216 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708217 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708218 0,000000 4,200000 39,000000 39,000000 -20,200000
76 1631708219 0,291667 4,800000 40,400000 40,400000 -20,200000
76 1631708220 0,291667 4,800000 41,800000 41,800000 -20,200000
76 1631708221 0,291667 4,800000 43,200000 43,200000 -20,200000
76 1631708222 0,291667 4,800000 44,600000 44,600000 -20,200000
76 1631708223 0,291667 4,800000 46,000000 46,000000 -20,200000
76 1631708224 0,000000 4,800000 46,000000 46,000000 -20,200000
76 1631708225 0,000000 4,800000 46,000000 46,000000 -20,200000
76 1631708226 0,000000 4,800000 46,000000 46,000000 -20,200000
76 1631708227 0,000000 4,800000 46,000000 46,000000 -20,200000
76 1631708228 0,000000 4,800000 46,000000 46,000000 -20,200000
76 1631708229 -0,357143 5,600000 44,000000 44,000000 -20,200000
76 1631708230 -0,357143 5,600000 42,000000 42,000000 -20,200000
76 1631708231 -0,357143 5,600000 40,000000 40,000000 -20,200000
76 1631708232 -0,357143 5,600000 38,000000 38,000000 -20,200000
76 1631708233 -0,357143 5,600000 36,000000 36,000000 -20,200000
76 1631708234 0,233333 6,000000 37,400000 37,400000 -20,200000
76 1631708235 0,233333 6,000000 38,800000 38,800000 -20,200000
76 1631708236 0,233333 6,000000 40,200000 40,200000 -20,200000
76 1631708237 0,233333 6,000000 41,600000 41,600000 -20,200000
76 1631708238 0,233333 6,000000 43,000000 43,000000 -20,200000
76 1631708239 -0,151515 6,600000 42,000000 42,000000 -20,200000
76 1631708240 -0,151515 6,600000 41,000000 41,000000 -20,200000
76 1631708241 -0,151515 6,600000 40,000000 40,000000 -20,200000
76 1631708242 -0,151515 6,600000 39,000000 39,000000 -20,200000
76 1631708243 -0,151515 6,600000 38,000000 38,000000 -20,200000
76 1631708244 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708245 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708246 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708247 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708248 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708249 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708250 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708251 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708252 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708253 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708254 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708255 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708256 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708257 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708258 0,000000 6,600000 38,000000 38,000000 -20,200000
76 1631708259 -0,114286 7,000000 37,200000 37,200000 -20,200000
76 1631708260 -0,114286 7,000000 36,400000 36,400000 -20,200000
76 1631708261 -0,114286 7,000000 35,600000 35,600000 -20,200000
76 1631708262 -0,114286 7,000000 34,800000 34,800000 -20,200000
76 1631708263 -0,114286 7,000000 34,000000 34,000000 -20,200000
76 1631708264 0,083333 7,200000 34,600000 34,600000 -20,200000
76 1631708265 0,083333 7,200000 35,200000 35,200000 -20,200000
76 1631708266 0,083333 7,200000 35,800000 35,800000 -20,200000
76 1631708267 0,083333 7,200000 36,400000 36,400000 -20,200000
76 1631708268 0,083333 7,200000 37,000000 37,000000 -20,200000
76 1631708269 -0,054054 7,400000 36,600000 36,600000 -20,200000
76 1631708270 -0,054054 7,400000 36,200000 36,200000 -20,200000
76 1631708271 -0,054054 7,400000 35,800000 35,800000 -20,200000
76 1631708272 -0,054054 7,400000 35,400000 35,400000 -20,200000
76 1631708273 -0,054054 7,400000 35,000000 35,000000 -20,200000
76 1631708274 0,000000 7,400000 35,000000 35,000000 -20,200000
76 1631708275 0,000000 7,400000 35,000000 35,000000 -20,200000
76 1631708276 0,000000 7,400000 35,000000 35,000000 -20,200000
76 1631708277 0,000000 7,400000 35,000000 35,000000 -20,200000
76 1631708278 0,000000 7,400000 35,000000 35,000000 -20,200000
76 1631708279 0,052632 7,600000 35,400000 35,400000 -20,200000
76 1631708280 0,052632 7,600000 35,800000 35,800000 -20,200000
76 1631708281 0,052632 7,600000 36,200000 36,200000 -20,200000
76 1631708282 0,052632 7,600000 36,600000 36,600000 -20,200000
76 1631708283 0,052632 7,600000 37,000000 37,000000 -20,200000
76 1631708284 0,170732 8,200000 38,400000 38,400000 -20,200000
76 1631708285 0,170732 8,200000 39,800000 39,800000 -20,200000
76 1631708286 0,170732 8,200000 41,200000 41,200000 -20,200000
76 1631708287 0,170732 8,200000 42,600000 42,600000 -20,200000
76 1631708288 0,170732 8,200000 44,000000 44,000000 -20,200000
76 1631708289 0,000000 8,200000 44,000000 44,000000 -20,200000
76 1631708290 0,000000 8,200000 44,000000 44,000000 -20,200000
76 1631708291 0,000000 8,200000 44,000000 44,000000 -20,200000
76 1631708292 0,000000 8,200000 44,000000 44,000000 -20,200000
76 1631708293 0,000000 8,200000 44,000000 44,000000 -20,200000
76 1631708294 -0,159091 8,800000 42,600000 42,600000 -20,200000
76 1631708295 -0,159091 8,800000 41,200000 41,200000 -20,200000
76 1631708296 -0,159091 8,800000 39,800000 39,800000 -20,200000
76 1631708297 -0,159091 8,800000 38,400000 38,400000 -20,200000
76 1631708298 -0,159091 8,800000 37,000000 37,000000 -20,200000
76 1631708299 0,000000 8,800000 37,000000 37,000000 -20,200000
