68 1631708149 82798,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708150 82798,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708151 82798,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708152 82798,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708153 82798,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708154 5778,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708155 5778,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708156 5778,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708157 5778,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708158 5778,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708159 145018,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708160 145018,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708161 145018,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708162 145018,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708163 145018,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708164 136058,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708165 136058,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708166 136058,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708167 136058,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708168 136058,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708189 4149,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708190 4149,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708191 4149,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708192 4149,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708193 4149,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708194 2158,600000 -1,000000 -101,000000 0,000000 0,000000
68 1631708195 2158,600000 -1,000000 -101,000000 0,000000 0,000000
68 1631708196 2158,600000 -1,000000 -101,000000 0,000000 0,000000
68 1631708197 2158,600000 -1,000000 -101,000000 0,000000 0,000000
68 1631708198 2158,600000 -1,000000 -101,000000 0,000000 0,000000
68 1631708199 556,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708200 556,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708201 556,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708202 556,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708203 556,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708204 49327,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708205 49327,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708206 49327,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708207 49327,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708208 49327,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708214 45093,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708215 45093,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708216 45093,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708217 45093,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708218 45093,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708219 14080,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708220 14080,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708221 14080,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708222 14080,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708223 14080,400000 -1,000000 -101,000000 0,000000 0,000000
68 1631708224 5769,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708225 5769,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708226 5769,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708227 5769,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708228 5769,200000 -1,000000 -101,000000 0,000000 0,000000
68 1631708229 4149,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708230 4149,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708231 4149,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708232 4149,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708233 4149,800000 -1,000000 -101,000000 0,000000 0,000000
68 1631708234 153984,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708235 153984,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708236 153984,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708237 153984,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708238 153984,000000 -1,000000 -101,000000 0,000000 0,000000
68 1631708239 3391,600000 -1,000000 -101,000000 0,000000 0,000000
68 1631708240 3391,600000 -1,000000 -101,000000 0,000000 0,000000
68 1631708241 3391,600000 -1,000000 -101,000000 0,000000 0,000000
