66 1631708149 10,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708150 10,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708151 10,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708152 10,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708153 10,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708154 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708155 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708156 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708157 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708158 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708159 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708160 1,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708154 2,600000 -1,000000 -101,000000 0,000000 0,000000
125 1631708155 2,600000 -1,000000 -101,000000 0,000000 0,000000
125 1631708156 2,600000 -1,000000 -101,000000 0,000000 0,000000
125 1631708157 2,600000 -1,000000 -101,000000 0,000000 0,000000
125 1631708158 2,600000 -1,000000 -101,000000 0,000000 0,000000
125 1631708159 2,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708160 2,800000 -1,000000 -101,000000 0,000000 0,000000
66 1631708161 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708162 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708163 1,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708161 2,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708162 2,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708163 2,800000 -1,000000 -101,000000 0,000000 0,000000
66 1631708189 0,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708190 0,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708191 0,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708192 0,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708193 0,600000 -1,000000 -101,000000 0,000000 0,000000
66 1631708194 1,000000 -1,000000 -101,000000 0,000000 0,000000
66 1631708195 1,000000 -1,000000 -101,000000 0,000000 0,000000
66 1631708196 1,000000 -1,000000 -101,000000 0,000000 0,000000
66 1631708197 1,000000 -1,000000 -101,000000 0,000000 0,000000
66 1631708198 1,000000 -1,000000 -101,000000 0,000000 0,000000
125 1631708189 1,000000 -1,000000 -101,000000 0,000000 0,000000
125 1631708190 1,000000 -1,000000 -101,000000 0,000000 0,000000
125 1631708191 1,000000 -1,000000 -101,000000 0,000000 0,000000
125 1631708192 1,000000 -1,000000 -101,000000 0,000000 0,000000
125 1631708193 1,000000 -1,000000 -101,000000 0,000000 0,000000
125 1631708194 0,400000 -1,000000 -101,000000 0,000000 0,000000
125 1631708195 0,400000 -1,000000 -101,000000 0,000000 0,000000
125 1631708196 0,400000 -1,000000 -101,000000 0,000000 0,000000
125 1631708197 0,400000 -1,000000 -101,000000 0,000000 0,000000
125 1631708198 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1631708204 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708205 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708206 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708207 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708208 1,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708204 1,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708205 1,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708206 1,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708207 1,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708208 1,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708219 3,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708220 3,200000 -1,000000 -101,000000 0,000000 0,000000
125 1631708219 1,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708220 1,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708221 1,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708222 1,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708223 1,800000 -1,000000 -101,000000 0,000000 0,000000
66 1631708221 3,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708222 3,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708223 3,200000 -1,000000 -101,000000 0,000000 0,000000
66 1631708229 1,800000 -1,000000 -101,000000 0,000000 0,000000
66 1631708230 1,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708229 3,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708230 3,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708231 3,800000 -1,000000 -101,000000 0,000000 0,000000
125 1631708232 3,800000 -1,000000 -101,000000 0,000000 0,000000
