44 1631708144 4,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708145 4,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708146 4,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708147 4,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708148 4,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708149 3,600000 -1,000000 -101,000000 0,000000 0,000000
44 1631708150 3,600000 -1,000000 -101,000000 0,000000 0,000000
44 1631708151 3,600000 -1,000000 -101,000000 0,000000 0,000000
44 1631708152 3,600000 -1,000000 -101,000000 0,000000 0,000000
44 1631708153 3,600000 -1,000000 -101,000000 0,000000 0,000000
44 1631708154 7,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708155 7,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708156 7,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708157 7,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708158 7,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708159 2,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708160 2,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708161 2,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708162 2,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708163 2,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708184 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708185 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708186 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708187 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708188 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708189 0,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708190 0,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708191 0,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708192 0,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708193 0,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708194 0,800000 -1,000000 -101,000000 0,000000 0,000000
44 1631708195 0,800000 -1,000000 -101,000000 0,000000 0,000000
44 1631708196 0,800000 -1,000000 -101,000000 0,000000 0,000000
44 1631708197 0,800000 -1,000000 -101,000000 0,000000 0,000000
44 1631708198 0,800000 -1,000000 -101,000000 0,000000 0,000000
44 1631708199 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708200 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708201 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708202 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708203 0,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708204 1,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708205 1,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708206 1,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708207 1,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708208 1,000000 -1,000000 -101,000000 0,000000 0,000000
44 1631708214 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708215 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708216 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708217 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708218 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708219 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708220 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708221 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708222 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708223 1,200000 -1,000000 -101,000000 0,000000 0,000000
44 1631708224 1,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708225 1,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708226 1,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708227 1,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708228 1,400000 -1,000000 -101,000000 0,000000 0,000000
44 1631708229 3,600000 -1,000000 -101,000000 0,000000 0,000000
44 1631708230 3,600000 -1,000000 -101,000000 0,000000 0,000000
44 1631708231 3,600000 -1,000000 -101,000000 0,000000 0,000000
