133 1631708438 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708437 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708436 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708435 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708434 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708438 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708437 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708436 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708435 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708434 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708438 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708437 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708436 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708435 0,200000 -1,000000 0,200000 0,200000 0,000000
133 1631708434 0,200000 -1,000000 0,200000 0,200000 0,000000
